type,date,deviceid,roomno,reading
energy,2015-02-13T16:46:13.6916599Z,energy1,1,3135
humidity,2015-02-13T16:46:13.6916599Z,humidity1,1,56
light,2015-02-13T16:46:13.6916599Z,light1,1,584
temperature,2015-02-13T16:46:13.7166775Z,temperature2,1,27.12
energy,2015-02-13T16:46:13.7166775Z,energy2,1,3225
humidity,2015-02-13T16:46:13.7166775Z,humidity2,1,43
light,2015-02-13T16:46:13.7166775Z,light2,1,158
temperature,2015-02-13T16:46:13.7366926Z,temperature3,1,77.26
energy,2015-02-13T16:46:13.7366926Z,energy3,1,6628
humidity,2015-02-13T16:46:13.7366926Z,humidity3,1,75
light,2015-02-13T16:46:13.7366926Z,light3,1,611
temperature,2015-02-13T16:46:13.7737173Z,temperature4,1,24.22
energy,2015-02-13T16:46:13.7737173Z,energy4,1,4304
humidity,2015-02-13T16:46:13.7757196Z,humidity4,1,49
light,2015-02-13T16:46:13.7757196Z,light4,1,1548
temperature,2015-02-13T16:46:13.8797939Z,temperature5,1,26.27
energy,2015-02-13T16:46:13.8797939Z,energy5,1,2044
humidity,2015-02-13T16:46:13.8797939Z,humidity5,1,87
light,2015-02-13T16:46:13.8797939Z,light5,1,967
temperature,2015-02-13T16:46:13.9488423Z,temperature6,1,27.81
energy,2015-02-13T16:46:13.9488423Z,energy6,1,4655
humidity,2015-02-13T16:46:13.9488423Z,humidity6,1,115
light,2015-02-13T16:46:13.9488423Z,light6,1,1024
temperature,2015-02-13T16:46:13.9778631Z,temperature7,1,25.47
energy,2015-02-13T16:46:13.9788631Z,energy7,1,2189
humidity,2015-02-13T16:46:13.9788631Z,humidity7,1,77
light,2015-02-13T16:46:13.9788631Z,light7,1,827
temperature,2015-02-13T16:46:14.0088849Z,temperature8,1,33.73
energy,2015-02-13T16:46:14.0088849Z,energy8,1,3737
humidity,2015-02-13T16:46:14.0088849Z,humidity8,1,64
light,2015-02-13T16:46:14.0088849Z,light8,1,217
temperature,2015-02-13T16:46:14.0268977Z,temperature9,1,25.88
energy,2015-02-13T16:46:14.0268977Z,energy9,1,4040
humidity,2015-02-13T16:46:14.0268977Z,humidity9,1,69
light,2015-02-13T16:46:14.0268977Z,light9,1,150
temperature,2015-02-13T16:46:14.0389067Z,temperature0,2,21.03
energy,2015-02-13T16:46:14.0389067Z,energy0,2,2168
humidity,2015-02-13T16:46:14.0389067Z,humidity0,2,78
light,2015-02-13T16:46:14.0389067Z,light0,2,1235
temperature,2015-02-13T16:46:14.0679270Z,temperature1,2,22.84
energy,2015-02-13T16:46:14.0679270Z,energy1,2,3113
humidity,2015-02-13T16:46:14.0679270Z,humidity1,2,44
light,2015-02-13T16:46:14.0679270Z,light1,2,15
temperature,2015-02-13T16:46:14.0789409Z,temperature2,2,21.67
energy,2015-02-13T16:46:14.0789409Z,energy2,2,2665
humidity,2015-02-13T16:46:14.0789409Z,humidity2,2,43
light,2015-02-13T16:46:14.0799356Z,light2,2,186
temperature,2015-02-13T16:46:14.0969483Z,temperature3,2,75.23
energy,2015-02-13T16:46:14.0969483Z,energy3,2,9044
humidity,2015-02-13T16:46:14.0969483Z,humidity3,2,66
light,2015-02-13T16:46:14.0969483Z,light3,2,1239
temperature,2015-02-13T16:46:14.1219654Z,temperature4,2,22.44
energy,2015-02-13T16:46:14.1219654Z,energy4,2,3663
humidity,2015-02-13T16:46:14.1219654Z,humidity4,2,60
light,2015-02-13T16:46:14.1219654Z,light4,2,2371
temperature,2015-02-13T16:46:14.1509858Z,temperature5,2,25.09
energy,2015-02-13T16:46:14.1509858Z,energy5,2,4421
humidity,2015-02-13T16:46:14.1509858Z,humidity5,2,141
light,2015-02-13T16:46:14.1509858Z,light5,2,1343
temperature,2015-02-13T16:46:14.1800062Z,temperature6,2,24.07
energy,2015-02-13T16:46:14.1800062Z,energy6,2,4560
humidity,2015-02-13T16:46:14.1800062Z,humidity6,2,73
light,2015-02-13T16:46:14.1800062Z,light6,2,861
temperature,2015-02-13T16:46:14.1980185Z,temperature7,2,26.79
energy,2015-02-13T16:46:14.1980185Z,energy7,2,4255
humidity,2015-02-13T16:46:14.1990194Z,humidity7,2,66
light,2015-02-13T16:46:14.1990194Z,light7,2,3291
temperature,2015-02-13T16:46:14.2140357Z,temperature8,2,24.23
energy,2015-02-13T16:46:14.2150313Z,energy8,2,2910
humidity,2015-02-13T16:46:14.2150313Z,humidity8,2,67
light,2015-02-13T16:46:14.2150313Z,light8,2,1193
temperature,2015-02-13T16:46:14.2310426Z,temperature9,2,20.1
energy,2015-02-13T16:46:14.2310426Z,energy9,2,3047
humidity,2015-02-13T16:46:14.2310426Z,humidity9,2,47
light,2015-02-13T16:46:14.2310426Z,light9,2,906
temperature,2015-02-13T16:46:14.2590688Z,temperature0,3,27.04
energy,2015-02-13T16:46:14.2590688Z,energy0,3,4311
humidity,2015-02-13T16:46:14.2590688Z,humidity0,3,53
light,2015-02-13T16:46:14.2590688Z,light0,3,730
temperature,2015-02-13T16:46:14.2740734Z,temperature1,3,28.78
energy,2015-02-13T16:46:14.2740734Z,energy1,3,4492
humidity,2015-02-13T16:46:14.2740734Z,humidity1,3,56
light,2015-02-13T16:46:14.2740734Z,light1,3,888
temperature,2015-02-13T16:46:14.2910906Z,temperature2,3,26.33
energy,2015-02-13T16:46:14.2920853Z,energy2,3,3927
humidity,2015-02-13T16:46:14.2920853Z,humidity2,3,72
light,2015-02-13T16:46:14.2920853Z,light2,3,232
temperature,2015-02-13T16:46:14.3100990Z,temperature3,3,59.72
energy,2015-02-13T16:46:14.3100990Z,energy3,3,12525
humidity,2015-02-13T16:46:14.3100990Z,humidity3,3,59
light,2015-02-13T16:46:14.3100990Z,light3,3,581
temperature,2015-02-13T16:46:14.3251090Z,temperature4,3,23.02
energy,2015-02-13T16:46:14.3251090Z,energy4,3,2626
humidity,2015-02-13T16:46:14.3251090Z,humidity4,3,48
light,2015-02-13T16:46:14.3251090Z,light4,3,1266
temperature,2015-02-13T16:46:14.3451241Z,temperature5,3,21.74
energy,2015-02-13T16:46:14.3451241Z,energy5,3,3852
humidity,2015-02-13T16:46:14.3451241Z,humidity5,3,103
light,2015-02-13T16:46:14.3451241Z,light5,3,807
temperature,2015-02-13T16:46:14.3651378Z,temperature6,3,24.89
energy,2015-02-13T16:46:14.3651378Z,energy6,3,2819
humidity,2015-02-13T16:46:14.3661383Z,humidity6,3,65
light,2015-02-13T16:46:14.3661383Z,light6,3,1146
temperature,2015-02-13T16:46:14.3951591Z,temperature7,3,19.67
energy,2015-02-13T16:46:14.3951591Z,energy7,3,4894
humidity,2015-02-13T16:46:14.3951591Z,humidity7,3,65
light,2015-02-13T16:46:14.3951591Z,light7,3,3914
temperature,2015-02-13T16:46:14.4041649Z,temperature8,3,27.84
energy,2015-02-13T16:46:14.4041649Z,energy8,3,2458
humidity,2015-02-13T16:46:14.4041649Z,humidity8,3,51
light,2015-02-13T16:46:14.4041649Z,light8,3,1432
temperature,2015-02-13T16:46:14.4201785Z,temperature9,3,24.16
energy,2015-02-13T16:46:14.4201785Z,energy9,3,2831
humidity,2015-02-13T16:46:14.4211780Z,humidity9,3,70
light,2015-02-13T16:46:14.4211780Z,light9,3,1124
temperature,2015-02-13T16:46:14.4411972Z,temperature0,4,23.95
energy,2015-02-13T16:46:14.4411972Z,energy0,4,3920
humidity,2015-02-13T16:46:14.4411972Z,humidity0,4,70
light,2015-02-13T16:46:14.4411972Z,light0,4,207
temperature,2015-02-13T16:46:14.4521998Z,temperature1,4,28.59
energy,2015-02-13T16:46:14.4521998Z,energy1,4,3614
humidity,2015-02-13T16:46:14.4521998Z,humidity1,4,64
light,2015-02-13T16:46:14.4521998Z,light1,4,387
temperature,2015-02-13T16:46:14.4802193Z,temperature2,4,25.72
energy,2015-02-13T16:46:14.4802193Z,energy2,4,2281
humidity,2015-02-13T16:46:14.4802193Z,humidity2,4,51
light,2015-02-13T16:46:14.4802193Z,light2,4,1812
temperature,2015-02-13T16:46:14.5082392Z,temperature3,4,59.01
energy,2015-02-13T16:46:14.5082392Z,energy3,4,11447
humidity,2015-02-13T16:46:14.5082392Z,humidity3,4,50
light,2015-02-13T16:46:14.5082392Z,light3,4,300
temperature,2015-02-13T16:46:14.5422629Z,temperature4,4,24.88
energy,2015-02-13T16:46:14.5422629Z,energy4,4,4602
humidity,2015-02-13T16:46:14.5422629Z,humidity4,4,73
light,2015-02-13T16:46:14.5422629Z,light4,4,1912
temperature,2015-02-13T16:46:14.5602757Z,temperature5,4,27.42
energy,2015-02-13T16:46:14.5602757Z,energy5,4,4257
humidity,2015-02-13T16:46:14.5602757Z,humidity5,4,124
light,2015-02-13T16:46:14.5602757Z,light5,4,1311
temperature,2015-02-13T16:46:14.5832927Z,temperature6,4,19.89
energy,2015-02-13T16:46:14.5832927Z,energy6,4,4505
humidity,2015-02-13T16:46:14.5832927Z,humidity6,4,109
light,2015-02-13T16:46:14.5832927Z,light6,4,312
temperature,2015-02-13T16:46:14.5973026Z,temperature7,4,26.81
energy,2015-02-13T16:46:14.5983040Z,energy7,4,4007
humidity,2015-02-13T16:46:14.5983040Z,humidity7,4,73
light,2015-02-13T16:46:14.5983040Z,light7,4,361
temperature,2015-02-13T16:46:14.6153154Z,temperature8,4,28.65
energy,2015-02-13T16:46:14.6153154Z,energy8,4,4417
humidity,2015-02-13T16:46:14.6153154Z,humidity8,4,95
light,2015-02-13T16:46:14.6153154Z,light8,4,1028
temperature,2015-02-13T16:46:14.6323268Z,temperature9,4,27.84
energy,2015-02-13T16:46:14.6323268Z,energy9,4,2341
humidity,2015-02-13T16:46:14.6323268Z,humidity9,4,59
light,2015-02-13T16:46:14.6323268Z,light9,4,33
temperature,2015-02-13T16:46:15.6499179Z,temperature0,0,25.86
energy,2015-02-13T16:46:15.6499179Z,energy0,0,4336
humidity,2015-02-13T16:46:15.6499179Z,humidity0,0,79
light,2015-02-13T16:46:15.6499179Z,light0,0,1640
temperature,2015-02-13T16:46:15.6819130Z,temperature1,0,26.15
energy,2015-02-13T16:46:15.6819130Z,energy1,0,4304
humidity,2015-02-13T16:46:15.6819130Z,humidity1,0,71
light,2015-02-13T16:46:15.6819130Z,light1,0,1204
temperature,2015-02-13T16:46:15.7139348Z,temperature2,0,26.54
energy,2015-02-13T16:46:15.7149358Z,energy2,0,4650
humidity,2015-02-13T16:46:15.7149358Z,humidity2,0,49
light,2015-02-13T16:46:15.7149358Z,light2,0,1288
temperature,2015-02-13T16:46:15.7519623Z,temperature3,0,66.7
energy,2015-02-13T16:46:15.7519623Z,energy3,0,6001
humidity,2015-02-13T16:46:15.7519623Z,humidity3,0,71
light,2015-02-13T16:46:15.7519623Z,light3,0,1246
temperature,2015-02-13T16:46:15.7709764Z,temperature4,0,21.26
energy,2015-02-13T16:46:15.7709764Z,energy4,0,2069
humidity,2015-02-13T16:46:15.7709764Z,humidity4,0,43
light,2015-02-13T16:46:15.7709764Z,light4,0,295
temperature,2015-02-13T16:46:15.7989963Z,temperature5,0,27.41
energy,2015-02-13T16:46:15.7989963Z,energy5,0,3271
humidity,2015-02-13T16:46:15.7989963Z,humidity5,0,120
light,2015-02-13T16:46:15.7989963Z,light5,0,1741
temperature,2015-02-13T16:46:15.8340205Z,temperature6,0,22.1
energy,2015-02-13T16:46:15.8340205Z,energy6,0,2608
humidity,2015-02-13T16:46:15.8340205Z,humidity6,0,88
light,2015-02-13T16:46:15.8340205Z,light6,0,1046
temperature,2015-02-13T16:46:15.8480309Z,temperature7,0,26.31
energy,2015-02-13T16:46:15.8480309Z,energy7,0,4032
humidity,2015-02-13T16:46:15.8480309Z,humidity7,0,50
light,2015-02-13T16:46:15.8480309Z,light7,0,1880
temperature,2015-02-13T16:46:15.8690452Z,temperature8,0,28.2
energy,2015-02-13T16:46:15.8690452Z,energy8,0,5250
humidity,2015-02-13T16:46:15.8690452Z,humidity8,0,49
light,2015-02-13T16:46:15.8690452Z,light8,0,75
temperature,2015-02-13T16:46:15.9340933Z,temperature9,0,27.05
energy,2015-02-13T16:46:15.9340933Z,energy9,0,3660
humidity,2015-02-13T16:46:15.9340933Z,humidity9,0,40
light,2015-02-13T16:46:15.9340933Z,light9,0,435
temperature,2015-02-13T16:46:17.7474342Z,temperature0,1,20.31
energy,2015-02-13T16:46:17.7474342Z,energy0,1,2139
humidity,2015-02-13T16:46:17.7474342Z,humidity0,1,56
light,2015-02-13T16:46:17.7474342Z,light0,1,1554
temperature,2015-02-13T16:46:17.7579415Z,temperature1,1,23.93
energy,2015-02-13T16:46:17.7579415Z,energy1,1,2676
humidity,2015-02-13T16:46:17.7579415Z,humidity1,1,65
light,2015-02-13T16:46:17.7579415Z,light1,1,744
temperature,2015-02-13T16:46:17.7829595Z,temperature2,1,27.02
energy,2015-02-13T16:46:17.7829595Z,energy2,1,2887
humidity,2015-02-13T16:46:17.7829595Z,humidity2,1,55
light,2015-02-13T16:46:17.7829595Z,light2,1,1868
temperature,2015-02-13T16:46:17.8019728Z,temperature3,1,55.91
energy,2015-02-13T16:46:17.8019728Z,energy3,1,8627
humidity,2015-02-13T16:46:17.8024735Z,humidity3,1,46
light,2015-02-13T16:46:17.8024735Z,light3,1,432
temperature,2015-02-13T16:46:17.8269903Z,temperature4,1,23.04
energy,2015-02-13T16:46:17.8269903Z,energy4,1,2023
humidity,2015-02-13T16:46:17.8269903Z,humidity4,1,65
light,2015-02-13T16:46:17.8279913Z,light4,1,1347
temperature,2015-02-13T16:46:17.8580130Z,temperature5,1,23.46
energy,2015-02-13T16:46:17.8580130Z,energy5,1,2602
humidity,2015-02-13T16:46:17.8585128Z,humidity5,1,163
light,2015-02-13T16:46:17.8585128Z,light5,1,92
temperature,2015-02-13T16:46:17.8700211Z,temperature6,1,25.53
energy,2015-02-13T16:46:17.8700211Z,energy6,1,4246
humidity,2015-02-13T16:46:17.8700211Z,humidity6,1,75
light,2015-02-13T16:46:17.8700211Z,light6,1,1146
temperature,2015-02-13T16:46:17.8850315Z,temperature7,1,19.76
energy,2015-02-13T16:46:17.8850315Z,energy7,1,4156
humidity,2015-02-13T16:46:17.8850315Z,humidity7,1,75
light,2015-02-13T16:46:17.8850315Z,light7,1,2519
temperature,2015-02-13T16:46:17.9085483Z,temperature8,1,23.55
energy,2015-02-13T16:46:17.9085483Z,energy8,1,5324
humidity,2015-02-13T16:46:17.9085483Z,humidity8,1,49
light,2015-02-13T16:46:17.9085483Z,light8,1,1430
temperature,2015-02-13T16:46:17.9220580Z,temperature9,1,19.75
energy,2015-02-13T16:46:17.9220580Z,energy9,1,3658
humidity,2015-02-13T16:46:17.9220580Z,humidity9,1,60
light,2015-02-13T16:46:17.9220580Z,light9,1,74
temperature,2015-02-13T16:46:17.9640879Z,temperature0,2,25
energy,2015-02-13T16:46:17.9640879Z,energy0,2,4805
humidity,2015-02-13T16:46:17.9640879Z,humidity0,2,71
light,2015-02-13T16:46:17.9640879Z,light0,2,756
temperature,2015-02-13T16:46:17.9765967Z,temperature1,2,22.48
energy,2015-02-13T16:46:17.9765967Z,energy1,2,3190
humidity,2015-02-13T16:46:17.9765967Z,humidity1,2,56
light,2015-02-13T16:46:17.9765967Z,light1,2,94
temperature,2015-02-13T16:46:18.0166251Z,temperature2,2,25.61
energy,2015-02-13T16:46:18.0166251Z,energy2,2,4307
humidity,2015-02-13T16:46:18.0166251Z,humidity2,2,66
light,2015-02-13T16:46:18.0171258Z,light2,2,1719
temperature,2015-02-13T16:46:18.0301352Z,temperature3,2,79.12
energy,2015-02-13T16:46:18.0301352Z,energy3,2,9860
humidity,2015-02-13T16:46:18.0301352Z,humidity3,2,72
light,2015-02-13T16:46:18.0306350Z,light3,2,1566
temperature,2015-02-13T16:46:18.0431447Z,temperature4,2,20.56
energy,2015-02-13T16:46:18.0431447Z,energy4,2,3090
humidity,2015-02-13T16:46:18.0431447Z,humidity4,2,48
light,2015-02-13T16:46:18.0431447Z,light4,2,1871
temperature,2015-02-13T16:46:18.0596554Z,temperature5,2,20.15
energy,2015-02-13T16:46:18.0596554Z,energy5,2,4880
humidity,2015-02-13T16:46:18.0596554Z,humidity5,2,117
light,2015-02-13T16:46:18.0596554Z,light5,2,109
temperature,2015-02-13T16:46:18.0741660Z,temperature6,2,23.48
energy,2015-02-13T16:46:18.0741660Z,energy6,2,4272
humidity,2015-02-13T16:46:18.0746667Z,humidity6,2,119
light,2015-02-13T16:46:18.0746667Z,light6,2,366
temperature,2015-02-13T16:46:18.1006847Z,temperature7,2,22.81
energy,2015-02-13T16:46:18.1006847Z,energy7,2,3097
humidity,2015-02-13T16:46:18.1006847Z,humidity7,2,48
light,2015-02-13T16:46:18.1006847Z,light7,2,3313
temperature,2015-02-13T16:46:18.1096914Z,temperature8,2,29.17
energy,2015-02-13T16:46:18.1096914Z,energy8,2,4505
humidity,2015-02-13T16:46:18.1096914Z,humidity8,2,91
light,2015-02-13T16:46:18.1096914Z,light8,2,813
temperature,2015-02-13T16:46:18.1682324Z,temperature9,2,23.57
energy,2015-02-13T16:46:18.1682324Z,energy9,2,3528
humidity,2015-02-13T16:46:18.1682324Z,humidity9,2,69
light,2015-02-13T16:46:18.1682324Z,light9,2,419
temperature,2015-02-13T16:46:18.1782399Z,temperature0,3,22.97
energy,2015-02-13T16:46:18.1787402Z,energy0,3,2367
humidity,2015-02-13T16:46:18.1787402Z,humidity0,3,79
light,2015-02-13T16:46:18.1787402Z,light0,3,406
temperature,2015-02-13T16:46:18.1922494Z,temperature1,3,20.32
energy,2015-02-13T16:46:18.1927506Z,energy1,3,2268
humidity,2015-02-13T16:46:18.1927506Z,humidity1,3,66
light,2015-02-13T16:46:18.1927506Z,light1,3,866
temperature,2015-02-13T16:46:18.2017563Z,temperature2,3,19.77
energy,2015-02-13T16:46:18.2017563Z,energy2,3,2456
humidity,2015-02-13T16:46:18.2017563Z,humidity2,3,67
light,2015-02-13T16:46:18.2017563Z,light2,3,1387
temperature,2015-02-13T16:46:18.2132650Z,temperature3,3,63.95
energy,2015-02-13T16:46:18.2132650Z,energy3,3,12174
humidity,2015-02-13T16:46:18.2132650Z,humidity3,3,79
light,2015-02-13T16:46:18.2132650Z,light3,3,1063
temperature,2015-02-13T16:46:18.2452873Z,temperature4,3,24.93
energy,2015-02-13T16:46:18.2452873Z,energy4,3,4098
humidity,2015-02-13T16:46:18.2452873Z,humidity4,3,79
light,2015-02-13T16:46:18.2452873Z,light4,3,1431
temperature,2015-02-13T16:46:18.2537937Z,temperature5,3,24.7
energy,2015-02-13T16:46:18.2537937Z,energy5,3,2614
humidity,2015-02-13T16:46:18.2537937Z,humidity5,3,142
light,2015-02-13T16:46:18.2537937Z,light5,3,490
temperature,2015-02-13T16:46:18.2663020Z,temperature6,3,24.95
energy,2015-02-13T16:46:18.2663020Z,energy6,3,4511
humidity,2015-02-13T16:46:18.2663020Z,humidity6,3,82
light,2015-02-13T16:46:18.2663020Z,light6,3,594
temperature,2015-02-13T16:46:18.2773096Z,temperature7,3,25.26
energy,2015-02-13T16:46:18.2773096Z,energy7,3,3079
humidity,2015-02-13T16:46:18.2773096Z,humidity7,3,57
light,2015-02-13T16:46:18.2773096Z,light7,3,2397
temperature,2015-02-13T16:46:18.2873171Z,temperature8,3,30.67
energy,2015-02-13T16:46:18.2873171Z,energy8,3,5860
humidity,2015-02-13T16:46:18.2873171Z,humidity8,3,63
light,2015-02-13T16:46:18.2873171Z,light8,3,1679
temperature,2015-02-13T16:46:18.2993252Z,temperature9,3,19.65
energy,2015-02-13T16:46:18.2993252Z,energy9,3,2496
humidity,2015-02-13T16:46:18.2993252Z,humidity9,3,79
light,2015-02-13T16:46:18.2993252Z,light9,3,593
temperature,2015-02-13T16:46:18.3083323Z,temperature0,4,20.6
energy,2015-02-13T16:46:18.3083323Z,energy0,4,3110
humidity,2015-02-13T16:46:18.3083323Z,humidity0,4,47
light,2015-02-13T16:46:18.3083323Z,light0,4,346
temperature,2015-02-13T16:46:18.3178391Z,temperature1,4,26
energy,2015-02-13T16:46:18.3183394Z,energy1,4,3680
humidity,2015-02-13T16:46:18.3183394Z,humidity1,4,58
light,2015-02-13T16:46:18.3183394Z,light1,4,1257
temperature,2015-02-13T16:46:18.3323493Z,temperature2,4,25.43
energy,2015-02-13T16:46:18.3323493Z,energy2,4,2945
humidity,2015-02-13T16:46:18.3323493Z,humidity2,4,74
light,2015-02-13T16:46:18.3323493Z,light2,4,1525
temperature,2015-02-13T16:46:18.3413573Z,temperature3,4,68.63
energy,2015-02-13T16:46:18.3413573Z,energy3,4,7286
humidity,2015-02-13T16:46:18.3413573Z,humidity3,4,67
light,2015-02-13T16:46:18.3413573Z,light3,4,281
temperature,2015-02-13T16:46:18.3513626Z,temperature4,4,23.54
energy,2015-02-13T16:46:18.3513626Z,energy4,4,4085
humidity,2015-02-13T16:46:18.3513626Z,humidity4,4,65
light,2015-02-13T16:46:18.3513626Z,light4,4,585
temperature,2015-02-13T16:46:18.3783824Z,temperature5,4,27.07
energy,2015-02-13T16:46:18.3783824Z,energy5,4,3010
humidity,2015-02-13T16:46:18.3783824Z,humidity5,4,156
light,2015-02-13T16:46:18.3783824Z,light5,4,1168
temperature,2015-02-13T16:46:18.3898898Z,temperature6,4,26.25
energy,2015-02-13T16:46:18.3903905Z,energy6,4,2326
humidity,2015-02-13T16:46:18.3903905Z,humidity6,4,127
light,2015-02-13T16:46:18.3903905Z,light6,4,643
temperature,2015-02-13T16:46:18.4003972Z,temperature7,4,24.07
energy,2015-02-13T16:46:18.4003972Z,energy7,4,2128
humidity,2015-02-13T16:46:18.4003972Z,humidity7,4,63
light,2015-02-13T16:46:18.4003972Z,light7,4,1682
temperature,2015-02-13T16:46:18.4219126Z,temperature8,4,31.84
energy,2015-02-13T16:46:18.4219126Z,energy8,4,4740
humidity,2015-02-13T16:46:18.4219126Z,humidity8,4,68
light,2015-02-13T16:46:18.4219126Z,light8,4,308
temperature,2015-02-13T16:46:18.4319201Z,temperature9,4,19.89
energy,2015-02-13T16:46:18.4319201Z,energy9,4,3488
humidity,2015-02-13T16:46:18.4319201Z,humidity9,4,63
light,2015-02-13T16:46:18.4319201Z,light9,4,1794
temperature,2015-02-13T16:46:19.4511900Z,temperature0,0,23.45
energy,2015-02-13T16:46:19.4511900Z,energy0,0,3714
humidity,2015-02-13T16:46:19.4511900Z,humidity0,0,67
light,2015-02-13T16:46:19.4511900Z,light0,0,518
temperature,2015-02-13T16:46:19.4611966Z,temperature1,0,24.22
energy,2015-02-13T16:46:19.4611966Z,energy1,0,4135
humidity,2015-02-13T16:46:19.4611966Z,humidity1,0,41
light,2015-02-13T16:46:19.4611966Z,light1,0,785
temperature,2015-02-13T16:46:19.4732056Z,temperature2,0,22.52
energy,2015-02-13T16:46:19.4732056Z,energy2,0,2512
humidity,2015-02-13T16:46:19.4732056Z,humidity2,0,60
light,2015-02-13T16:46:19.4732056Z,light2,0,626
temperature,2015-02-13T16:46:19.4812109Z,temperature3,0,68.56
energy,2015-02-13T16:46:19.4812109Z,energy3,0,11810
humidity,2015-02-13T16:46:19.4812109Z,humidity3,0,60
light,2015-02-13T16:46:19.4812109Z,light3,0,1370
temperature,2015-02-13T16:46:19.5052279Z,temperature4,0,24.38
energy,2015-02-13T16:46:19.5052279Z,energy4,0,3545
humidity,2015-02-13T16:46:19.5052279Z,humidity4,0,58
light,2015-02-13T16:46:19.5052279Z,light4,0,1562
temperature,2015-02-13T16:46:19.5152363Z,temperature5,0,24.98
energy,2015-02-13T16:46:19.5152363Z,energy5,0,2279
humidity,2015-02-13T16:46:19.5152363Z,humidity5,0,102
light,2015-02-13T16:46:19.5152363Z,light5,0,1054
temperature,2015-02-13T16:46:19.5242416Z,temperature6,0,26.5
energy,2015-02-13T16:46:19.5242416Z,energy6,0,3366
humidity,2015-02-13T16:46:19.5242416Z,humidity6,0,125
light,2015-02-13T16:46:19.5242416Z,light6,0,1542
temperature,2015-02-13T16:46:19.5362502Z,temperature7,0,26.93
energy,2015-02-13T16:46:19.5362502Z,energy7,0,3487
humidity,2015-02-13T16:46:19.5362502Z,humidity7,0,44
light,2015-02-13T16:46:19.5362502Z,light7,0,3776
temperature,2015-02-13T16:46:19.5542629Z,temperature8,0,25.07
energy,2015-02-13T16:46:19.5542629Z,energy8,0,4658
humidity,2015-02-13T16:46:19.5542629Z,humidity8,0,86
light,2015-02-13T16:46:19.5542629Z,light8,0,392
temperature,2015-02-13T16:46:19.5632700Z,temperature9,0,25.63
energy,2015-02-13T16:46:19.5632700Z,energy9,0,3693
humidity,2015-02-13T16:46:19.5632700Z,humidity9,0,45
